20190401 1.01675 1.00866 0.992096 0.996227 1.01393 1.03251 1.02934 1.06067 1.09466 1.08997 1.0977 1.13328 1.04211 1.06153 1.0478 1.06373 1.05527 1.10926 1.13418 1.1346 1.15646 1.09927 1.04545 1.01572 1.03878 1.06167 1.07293 1.09027 1.14548 1.10658 1.06246 1.10316
20190402 0.98843 1.00976 0.997798 1.00505 1.00527 1.00369 1.0338 1.06283 1.08942 1.08707 1.09348 1.12293 1.04485 1.07326 1.0772 1.06527 1.087 1.07287 1.11732 1.15856 1.13323 1.15556 0.977266 1.01767 1.04536 1.05687 1.05724 1.0956 1.09258 1.05422 1.0935 1.13062
20190403 0.923856 0.928974 0.956354 0.962206 0.97281 0.961336 0.976893 0.996146 1.02649 1.0561 1.05422 1.06688 0.990352 1.06424 1.06272 1.08653 1.07989 1.10028 1.10071 1.1293 1.15515 1.12919 0.977381 1.00986 1.01457 1.0268 1.04349 1.05057 1.02505 1.05844 1.08733 1.09338
20190404 0.958803 0.963773 0.944033 1.00058 0.988194 0.996262 1.00187 1.00837 1.01765 1.05962 1.07714 1.0846 0.967487 1.025 1.06934 1.08805 1.1087 1.0828 1.11475 1.13667 1.155 1.16917 0.995854 0.992628 1.01241 1.03802 1.04048 1.01914 1.06711 1.10015 1.08574 1.10742
20190405 0.980238 0.983975 0.965371 0.97126 1.02151 1.01784 1.01865 1.03436 1.05089 1.04589 1.08876 1.09179 0.997707 1.02915 1.05835 1.09865 1.12873 1.15207 1.12166 1.15175 1.18007 1.17978 0.998922 1.01893 1.04748 1.0337 1.02321 1.06684 1.09344 1.0882 1.09014 1.1196
20190406 0.984329 0.985301 0.960662 0.970251 0.971008 1.01738 1.00682 1.02818 1.05457 1.07433 1.08604 1.10089 1.01723 1.04309 1.07089 1.0962 1.14157 1.17945 1.19421 1.17551 1.18998 1.21928 0.997616 1.06152 1.03002 1.02925 1.06421 1.08387 1.1096 1.09917 1.12373 1.11886
20190407 0.970908 0.97439 0.97226 0.968381 0.969313 0.978535 1.01616 1.03242 1.03087 1.06185 1.09259 1.11411 0.986131 1.03033 1.05348 1.08104 1.10032 1.13953 1.14856 1.16006 1.14913 1.15849 1.03943 1.0233 1.02235 1.05414 1.08235 1.11016 1.10641 1.13145 1.10387 1.11384
20190408 1.0132 1.01703 0.998473 1.01427 1.01724 1.01733 1.03384 1.045 1.05614 1.0927 1.08248 1.14826 1.00204 1.03489 1.07421 1.0936 1.10626 1.13841 1.18632 1.17259 1.18184 1.17452 0.993377 1.03228 1.06519 1.06146 1.07233 1.10653 1.11781 1.08406 1.1142 1.10875
20190409 1.01746 1.0552 1.04322 1.05459 1.06216 1.05734 1.06818 1.06543 1.10813 1.12738 1.09812 1.13512 1.07087 1.08718 1.10648 1.14456 1.17914 1.176 1.19596 1.25119 1.23956 1.24395 1.05011 1.07537 1.07487 1.10833 1.1324 1.1547 1.1197 1.12204 1.12655 1.16235
20190410 1.04157 1.04842 1.06756 1.06828 1.06716 1.06029 1.09994 1.08821 1.09078 1.13307 1.16596 1.12104 1.05979 1.12618 1.1411 1.15152 1.16295 1.20446 1.17952 1.19093 1.24585 1.25593 1.0633 1.08365 1.1033 1.10893 1.13793 1.11716 1.09933 1.12059 1.16081 1.1411
20190411 1.06803 1.06698 1.06023 1.07924 1.08935 1.09551 1.09226 1.12337 1.11418 1.13593 1.18592 1.17204 1.06636 1.11629 1.16335 1.19333 1.17788 1.18102 1.23345 1.19227 1.19668 1.23969 1.09665 1.11946 1.12117 1.15207 1.11873 1.09982 1.11219 1.14786 1.1454 1.15975
20190412 1.05868 1.05841 1.05542 1.06206 1.09184 1.10568 1.10818 1.10837 1.11482 1.11697 1.12789 1.16604 1.07656 1.09651 1.12624 1.15248 1.18823 1.17388 1.17507 1.21548 1.18812 1.2009 1.11191 1.11527 1.15548 1.09126 1.08867 1.10612 1.13717 1.14587 1.16074 1.17792
20190413 1.07631 1.0751 1.05799 1.06221 1.07151 1.09836 1.09594 1.09412 1.08763 1.11282 1.12202 1.1461 1.05895 1.08964 1.07044 1.10849 1.10459 1.13476 1.12869 1.15316 1.16103 1.13527 1.08433 1.14379 1.06979 1.06805 1.08646 1.10293 1.09499 1.11907 1.13831 1.08737
20190414 1.0278 1.02569 1.02 1.02125 1.03378 1.04149 1.05641 1.09455 1.09509 1.10414 1.09144 1.11333 1.05826 1.07817 1.09346 1.05782 1.1089 1.12303 1.15178 1.15946 1.17705 1.16988 1.0937 1.04998 1.06193 1.08595 1.09782 1.0789 1.10596 1.1251 1.09302 1.09143
20190415 1.055 1.03665 1.03354 1.04355 1.04592 1.05424 1.06341 1.09797 1.10228 1.0933 1.12017 1.10962 1.06132 1.1095 1.10613 1.11108 1.09379 1.14396 1.17095 1.1871 1.17937 1.19621 1.04603 1.0838 1.0936 1.08989 1.09343 1.12646 1.14719 1.12304 1.11628 1.10032
20190416 1.01921 1.02064 1.01899 1.03434 1.04159 1.04063 1.06247 1.05557 1.09456 1.11016 1.08805 1.08703 1.0538 1.07252 1.11057 1.12335 1.12101 1.10331 1.1644 1.19106 1.20839 1.18466 1.06811 1.10928 1.09937 1.10349 1.13127 1.13978 1.11643 1.11712 1.10883 1.09832
20190417 1.04455 1.04771 1.06552 1.07535 1.07566 1.08207 1.07935 1.09909 1.09224 1.11804 1.13859 1.12959 1.04306 1.12129 1.13029 1.13174 1.14362 1.15278 1.14135 1.18773 1.20324 1.21736 1.11023 1.1399 1.13857 1.14545 1.14185 1.11163 1.09019 1.07389 1.08363 1.0736
20190418 1.05728 1.06224 1.05635 1.08181 1.08107 1.0785 1.08704 1.1183 1.12403 1.10972 1.12393 1.13754 1.09477 1.11342 1.15681 1.16427 1.17938 1.16847 1.16616 1.14832 1.20278 1.19514 1.11094 1.14959 1.15356 1.14776 1.10794 1.09177 1.08665 1.09919 1.14115 1.15397
20190419 1.05817 1.05635 1.04375 1.04796 1.07558 1.08303 1.08917 1.12134 1.11057 1.10777 1.14131 1.13538 1.05491 1.11946 1.12231 1.16437 1.16472 1.19609 1.183 1.18393 1.17233 1.24594 1.10996 1.15073 1.13519 1.12112 1.09976 1.09172 1.12837 1.16072 1.18352 1.15979
20190420 1.02904 1.02276 1.00929 1.01475 1.00887 1.05897 1.07881 1.08287 1.08874 1.10377 1.09165 1.10971 1.02965 1.03302 1.08561 1.08794 1.13531 1.1347 1.15739 1.15789 1.15391 1.14809 1.09075 1.08586 1.05973 1.0592 1.04867 1.08948 1.10558 1.12869 1.12199 1.1028
20190421 1.04836 1.03139 1.02719 1.04343 1.02614 1.03605 1.06633 1.06832 1.08338 1.0977 1.10723 1.0809 1.04674 1.06854 1.04849 1.08258 1.08743 1.12681 1.11545 1.13105 1.13373 1.12972 1.05392 1.02009 1.01019 1.01011 1.04707 1.04181 1.07127 1.08656 1.06555 1.06665
20190422 1.05856 1.06295 1.04552 1.05352 1.06613 1.06924 1.06343 1.08935 1.1092 1.11303 1.1111 1.13085 1.09276 1.12298 1.11376 1.09695 1.11567 1.11419 1.13574 1.11651 1.14545 1.14168 1.01272 1.02137 1.01536 1.06519 1.03813 1.05466 1.07745 1.07443 1.08525 1.0873
20190423 1.02054 1.05148 1.03542 1.049 1.04406 1.04575 1.05531 1.07573 1.1039 1.12557 1.12929 1.1425 1.10749 1.12686 1.14945 1.15175 1.14193 1.15838 1.14404 1.18152 1.16761 1.18592 1.03104 1.0427 1.08051 1.07172 1.06909 1.06832 1.09438 1.10155 1.12525 1.14102
20190424 1.03524 1.04102 1.07263 1.09674 1.0901 1.09372 1.0829 1.10008 1.11898 1.15762 1.15708 1.15154 1.0379 1.13009 1.13035 1.14049 1.15458 1.15641 1.16832 1.15856 1.18134 1.18687 1.0391 1.08687 1.08797 1.08895 1.08625 1.08275 1.09392 1.12865 1.11897 1.11237
20190425 1.01253 1.01413 0.997831 1.08339 1.08751 1.08947 1.09771 1.09199 1.11502 1.14516 1.15371 1.17286 1.04293 1.05071 1.12811 1.14773 1.1416 1.15261 1.16048 1.17709 1.17711 1.16956 1.06178 1.07167 1.07749 1.08706 1.06654 1.05272 1.0955 1.08859 1.10116 1.11118
20190426 1.0078 1.0057 0.996271 1.01479 1.07871 1.07705 1.08345 1.07927 1.08403 1.09946 1.14624 1.09339 0.988297 1.01445 1.03726 1.12243 1.13567 1.13097 1.15502 1.16907 1.17286 1.18919 1.01748 1.06154 1.05711 1.02782 1.00892 1.06071 1.06244 1.0897 1.08782 1.10414
20190427 1.01523 1.00222 0.98039 1.00559 0.997679 1.04161 1.05424 1.07788 1.06613 1.1074 1.10013 1.14315 1.03914 1.03434 1.0479 1.05629 1.117 1.12579 1.12904 1.15069 1.15755 1.15026 1.0475 1.08054 1.04114 1.0268 1.06952 1.06241 1.06746 1.07237 1.08614 1.07452
20190428 1.03409 1.02419 1.01275 1.02875 1.0295 1.03712 1.0823 1.09873 1.09374 1.11765 1.15783 1.15057 1.06507 1.09565 1.08276 1.1005 1.10092 1.14379 1.14576 1.16183 1.16089 1.17669 1.08285 1.08661 1.04526 1.06102 1.05965 1.05406 1.06902 1.0953 1.09111 1.08395
20190429 1.03321 1.02031 1.01323 1.01096 1.03817 1.02339 1.03199 1.0716 1.11305 1.11664 1.14059 1.16267 1.06191 1.09048 1.1025 1.09506 1.09917 1.12095 1.16572 1.16369 1.15995 1.15234 1.0765 1.07125 1.07211 1.06477 1.0725 1.08965 1.10607 1.0774 1.10018 1.10632
20190430 1.04177 1.0504 1.04176 1.04962 1.05256 1.07772 1.09565 1.08746 1.12729 1.15278 1.14655 1.19121 1.06897 1.11479 1.10437 1.11756 1.11216 1.12041 1.13782 1.17719 1.17729 1.17347 1.10221 1.11287 1.1095 1.13816 1.15366 1.16336 1.14479 1.13105 1.14324 1.13043
20190501 1.04129 1.04104 1.04871 1.05996 1.07741 1.07535 1.08414 1.07157 1.09988 1.12836 1.1532 1.16353 1.03375 1.08065 1.11078 1.08616 1.09645 1.11516 1.12438 1.13852 1.17362 1.17115 1.07281 1.11008 1.108 1.12487 1.14002 1.14333 1.10325 1.11138 1.10194 1.12563
20190502 1.06107 1.05866 1.03717 1.08925 1.08222 1.08781 1.09206 1.09572 1.10271 1.12116 1.16351 1.16633 1.08055 1.08798 1.1256 1.13584 1.11006 1.12558 1.12718 1.15575 1.16864 1.21656 1.09493 1.13822 1.14117 1.15707 1.15837 1.13005 1.11875 1.10258 1.13206 1.1734
20190503 1.04257 1.04431 1.03446 1.04408 1.05987 1.08203 1.07319 1.08381 1.09154 1.08741 1.13013 1.17073 1.05918 1.09367 1.1254 1.16689 1.15989 1.13032 1.14246 1.14408 1.17989 1.19085 1.09859 1.12919 1.11782 1.1299 1.09841 1.09047 1.0746 1.09757 1.13275 1.16081
20190504 1.0459 1.0481 1.02994 1.04046 1.05298 1.1022 1.11338 1.10752 1.13986 1.14479 1.14614 1.17417 1.05532 1.06951 1.09135 1.13875 1.18383 1.18028 1.16492 1.20027 1.19326 1.21874 1.09677 1.11613 1.10138 1.08507 1.05599 1.06437 1.07519 1.10348 1.15004 1.12638
20190505 1.088 1.07995 1.051 1.0723 1.0701 1.07306 1.122 1.14191 1.13046 1.1648 1.17391 1.19671 1.08345 1.12584 1.12918 1.13061 1.16839 1.19512 1.22004 1.18865 1.23392 1.21114 1.10921 1.09958 1.0976 1.06113 1.07489 1.07341 1.09407 1.10269 1.12753 1.11904
20190506 1.07428 1.04938 1.02102 1.03605 1.03259 1.03537 1.04535 1.0974 1.13315 1.12668 1.1832 1.17403 1.10447 1.11691 1.12745 1.12726 1.1375 1.1801 1.20678 1.22538 1.19984 1.21184 1.05943 1.09413 1.07814 1.08899 1.0929 1.11332 1.124 1.14799 1.11733 1.1725
20190507 1.00986 1.01429 0.98615 1.00381 1.01182 1.01494 1.01749 1.0218 1.08509 1.11791 1.1541 1.13704 1.08056 1.11845 1.12182 1.12445 1.13204 1.15063 1.17618 1.1824 1.22154 1.21875 1.04692 1.05738 1.07969 1.09485 1.10591 1.14867 1.13585 1.09495 1.14719 1.17516
20190508 0.972366 0.980544 0.992565 1.01418 1.01266 1.01937 1.03305 1.03107 1.05133 1.07906 1.08987 1.11815 1.00506 1.07236 1.09206 1.09961 1.10563 1.12424 1.1237 1.12477 1.15872 1.19217 1.00204 1.03299 1.04709 1.06051 1.10836 1.08064 1.04452 1.0658 1.10922 1.11643
20190509 0.983369 0.976664 0.968607 1.01662 1.03644 1.04845 1.04649 1.0695 1.07117 1.05057 1.11772 1.14835 0.993557 1.05862 1.11341 1.11489 1.13733 1.13029 1.13014 1.12128 1.14339 1.17589 1.01231 1.03122 1.05329 1.09554 1.06501 1.03476 1.05647 1.10284 1.10132 1.10501
20190510 1.00854 0.998244 0.991151 0.995124 1.03662 1.05414 1.05931 1.07559 1.07689 1.10217 1.08332 1.12819 1.03572 1.05551 1.1085 1.146 1.13142 1.15729 1.15396 1.12677 1.14909 1.17352 1.05311 1.08396 1.11451 1.10419 1.05995 1.09649 1.15522 1.11865 1.14123 1.17021
20190511 1.00131 0.994848 0.985755 0.993103 0.993602 1.04269 1.04546 1.06729 1.03902 1.06578 1.10387 1.13328 1.0046 1.03458 1.07104 1.10927 1.12437 1.10826 1.12226 1.13985 1.11868 1.14983 1.04027 1.07572 1.06318 1.00882 1.05726 1.11939 1.09482 1.11308 1.13337 1.13398
20190512 1.0395 1.02664 1.01408 1.02503 1.04258 1.0489 1.09048 1.08455 1.07094 1.06891 1.11214 1.11717 1.02796 1.06531 1.072 1.11978 1.13057 1.15765 1.14146 1.145 1.16927 1.13521 1.06065 1.08065 1.01907 1.04836 1.13031 1.10021 1.09672 1.14201 1.12703 1.14394
20190513 1.06483 1.04762 1.03798 1.04551 1.06286 1.05563 1.07978 1.13885 1.11357 1.1083 1.12256 1.14118 1.08875 1.09806 1.10257 1.12151 1.15802 1.16441 1.19102 1.16629 1.19422 1.22238 1.08981 1.03728 1.05454 1.10714 1.07957 1.09102 1.12482 1.09834 1.09873 1.13145
20190514 1.06662 1.07639 1.06362 1.07449 1.09032 1.07587 1.09028 1.12107 1.15784 1.15584 1.16648 1.15339 1.08055 1.10872 1.13604 1.14317 1.13433 1.16061 1.17208 1.2037 1.18026 1.21884 1.03369 1.06837 1.10657 1.06608 1.10763 1.11436 1.08479 1.07989 1.11513 1.11956
20190515 0.972603 0.978061 1.00046 1.0066 1.00917 1.01906 1.01626 1.03733 1.05883 1.0907 1.10189 1.11226 1.04409 1.08273 1.07252 1.12038 1.13959 1.12327 1.12766 1.13368 1.15391 1.14052 1.02514 1.09043 1.05471 1.08456 1.10061 1.05933 1.06218 1.10759 1.08738 1.07977
20190516 1.02524 1.0158 1.00697 1.05498 1.06855 1.07362 1.06334 1.09733 1.10259 1.10139 1.13718 1.10938 0.992941 1.07559 1.08549 1.0758 1.1213 1.15669 1.12929 1.13779 1.15283 1.15747 1.08812 1.07799 1.0767 1.11529 1.07498 1.0358 1.08582 1.0685 1.0551 1.12121
20190517 1.05243 1.0423 1.02649 1.04968 1.07808 1.05362 1.09178 1.0906 1.10964 1.10772 1.12541 1.12992 1.05851 1.05244 1.1035 1.1254 1.12628 1.1501 1.1767 1.14097 1.16624 1.20424 1.0502 1.0781 1.11183 1.07414 1.04904 1.07913 1.07848 1.06634 1.13564 1.11668
20190518 1.01988 1.01059 0.998934 0.998388 1.011 1.04832 1.08767 1.0861 1.08186 1.09602 1.11461 1.12143 1.0724 1.09371 1.08556 1.13107 1.16931 1.15888 1.18665 1.19996 1.16628 1.18625 1.07593 1.11114 1.08988 1.07426 1.12016 1.11193 1.11701 1.15889 1.13079 1.17466
20190519 1.06466 1.05673 1.0446 1.05027 1.05305 1.05634 1.1195 1.11155 1.12701 1.16305 1.15953 1.15753 1.07134 1.12901 1.11846 1.10907 1.16472 1.20197 1.19253 1.21022 1.21529 1.21475 1.11058 1.10874 1.08571 1.13036 1.13691 1.13509 1.17832 1.1488 1.18901 1.20833
20190520 1.06823 1.05749 1.05056 1.0646 1.05662 1.0669 1.08473 1.12849 1.10485 1.13109 1.17452 1.17844 1.06014 1.0928 1.10358 1.1156 1.11263 1.14975 1.20044 1.18641 1.18482 1.19458 1.03077 1.06007 1.07448 1.0842 1.08998 1.11726 1.07948 1.15174 1.16578 1.13056
20190521 1.01011 1.0436 1.03605 1.028 1.04601 1.05956 1.07982 1.06892 1.13129 1.13128 1.15559 1.15831 1.12144 1.10128 1.10281 1.1426 1.14499 1.13171 1.16044 1.2062 1.19436 1.2135 1.04346 1.07605 1.09631 1.09835 1.13232 1.11459 1.14121 1.14176 1.13101 1.13592
20190522 1.01241 1.0204 1.04901 1.06568 1.07509 1.09893 1.1031 1.11018 1.09145 1.14967 1.16766 1.16454 1.03332 1.1638 1.13005 1.13756 1.18047 1.15716 1.17812 1.21012 1.23792 1.23868 1.05197 1.07409 1.08845 1.12525 1.14438 1.11614 1.11229 1.13381 1.14927 1.17046
