20200301 1.06809 1.0676 1.16825 1.17555 1.18709 1.17316 1.2038 1.19727 1.20895 1.21578 1.21032 1.22789 1.236 1.25207 1.25834 1.28322 1.27089 1.2812 1.16825 1.17555 1.18709 1.17316 1.2038 1.19727 1.20895 1.21578 1.21032 1.22789 1.236 1.25207 1.25834 1.28322 1.27089 1.2812 1.16825 1.17555 1.18709 1.17316 1.2038 1.19727 1.20895 1.21578 1.21032 1.22789 1.236 1.25207 1.25834 1.28322 1.27089 1.2812
20200302 1.08438 1.07263 1.16165 1.16821 1.17018 1.1685 1.16432 1.18132 1.19545 1.206 1.21864 1.21574 1.22102 1.23458 1.24069 1.28485 1.26158 1.28363 1.16165 1.16821 1.17018 1.1685 1.16432 1.18132 1.19545 1.206 1.21864 1.21574 1.22102 1.23458 1.24069 1.28485 1.26158 1.28363 1.16165 1.16821 1.17018 1.1685 1.16432 1.18132 1.19545 1.206 1.21864 1.21574 1.22102 1.23458 1.24069 1.28485 1.26158 1.28363
20200303 1.0999 1.11787 1.19275 1.21313 1.21008 1.18461 1.1974 1.22038 1.24008 1.25039 1.25334 1.26592 1.2487 1.24331 1.24595 1.26159 1.27349 1.28591 1.19275 1.21313 1.21008 1.18461 1.1974 1.22038 1.24008 1.25039 1.25334 1.26592 1.2487 1.24331 1.24595 1.26159 1.27349 1.28591 1.19275 1.21313 1.21008 1.18461 1.1974 1.22038 1.24008 1.25039 1.25334 1.26592 1.2487 1.24331 1.24595 1.26159 1.27349 1.28591
20200304 1.09186 1.09233 1.19575 1.19571 1.21032 1.1974 1.21136 1.216 1.23221 1.25534 1.26128 1.24731 1.26831 1.27772 1.26639 1.2729 1.28795 1.29409 1.19575 1.19571 1.21032 1.1974 1.21136 1.216 1.23221 1.25534 1.26128 1.24731 1.26831 1.27772 1.26639 1.2729 1.28795 1.29409 1.19575 1.19571 1.21032 1.1974 1.21136 1.216 1.23221 1.25534 1.26128 1.24731 1.26831 1.27772 1.26639 1.2729 1.28795 1.29409
20200305 1.06037 1.06233 1.16618 1.1866 1.19466 1.20195 1.21221 1.21844 1.22884 1.2327 1.25878 1.27122 1.2835 1.26829 1.2872 1.28438 1.29172 1.32232 1.16618 1.1866 1.19466 1.20195 1.21221 1.21844 1.22884 1.2327 1.25878 1.27122 1.2835 1.26829 1.2872 1.28438 1.29172 1.32232 1.16618 1.1866 1.19466 1.20195 1.21221 1.21844 1.22884 1.2327 1.25878 1.27122 1.2835 1.26829 1.2872 1.28438 1.29172 1.32232
20200306 1.06608 1.05756 1.19101 1.20296 1.236 1.23099 1.25747 1.2405 1.2608 1.25724 1.27995 1.29072 1.31837 1.31288 1.30811 1.30757 1.31026 1.30306 1.19101 1.20296 1.236 1.23099 1.25747 1.2405 1.2608 1.25724 1.27995 1.29072 1.31837 1.31288 1.30811 1.30757 1.31026 1.30306 1.19101 1.20296 1.236 1.23099 1.25747 1.2405 1.2608 1.25724 1.27995 1.29072 1.31837 1.31288 1.30811 1.30757 1.31026 1.30306
20200307 1.06384 1.05687 1.17001 1.16706 1.19308 1.19413 1.20108 1.22167 1.22903 1.24791 1.25027 1.26004 1.27381 1.2633 1.26447 1.27557 1.2836 1.29348 1.17001 1.16706 1.19308 1.19413 1.20108 1.22167 1.22903 1.24791 1.25027 1.26004 1.27381 1.2633 1.26447 1.27557 1.2836 1.29348 1.17001 1.16706 1.19308 1.19413 1.20108 1.22167 1.22903 1.24791 1.25027 1.26004 1.27381 1.2633 1.26447 1.27557 1.2836 1.29348
20200308 1.0516 1.04347 1.15246 1.15594 1.17769 1.17094 1.21385 1.22399 1.22778 1.2471 1.24659 1.24426 1.2515 1.26966 1.29062 1.27362 1.2641 1.27288 1.15246 1.15594 1.17769 1.17094 1.21385 1.22399 1.22778 1.2471 1.24659 1.24426 1.2515 1.26966 1.29062 1.27362 1.2641 1.27288 1.15246 1.15594 1.17769 1.17094 1.21385 1.22399 1.22778 1.2471 1.24659 1.24426 1.2515 1.26966 1.29062 1.27362 1.2641 1.27288
20200309 1.03948 1.02887 1.1545 1.15508 1.16746 1.17226 1.19039 1.2325 1.22983 1.2323 1.24136 1.25603 1.23107 1.22801 1.24263 1.259 1.26318 1.27814 1.1545 1.15508 1.16746 1.17226 1.19039 1.2325 1.22983 1.2323 1.24136 1.25603 1.23107 1.22801 1.24263 1.259 1.26318 1.27814 1.1545 1.15508 1.16746 1.17226 1.19039 1.2325 1.22983 1.2323 1.24136 1.25603 1.23107 1.22801 1.24263 1.259 1.26318 1.27814
20200310 1.03323 1.05133 1.16764 1.16511 1.16414 1.16437 1.17575 1.17837 1.21191 1.21895 1.22505 1.21381 1.223 1.22754 1.2256 1.21894 1.23867 1.2536 1.16764 1.16511 1.16414 1.16437 1.17575 1.17837 1.21191 1.21895 1.22505 1.21381 1.223 1.22754 1.2256 1.21894 1.23867 1.2536 1.16764 1.16511 1.16414 1.16437 1.17575 1.17837 1.21191 1.21895 1.22505 1.21381 1.223 1.22754 1.2256 1.21894 1.23867 1.2536
