20201121 -0.0105756 -0.00148837 0.0460413 0.0329246 0.0106048 0.0117093 0.0165929 0.0223028 0.00484872 0.0123467 -0.0115338 -0.0198579 0.000303151 0.0102016 0.00161716 0.0218242 0.00440933 0.0331953 0.0460413 0.0329246 0.0106048 0.0117093 0.0165929 0.0223028 0.00484872 0.0123467 -0.0115338 -0.0198579 0.000303151 0.0102016 0.00161716 0.0218242 0.00440933 0.0331953 0.0460413 0.0329246 0.0106048 0.0117093 0.0165929 0.0223028 0.00484872 0.0123467 -0.0115338 -0.0198579 0.000303151 0.0102016 0.00161716 0.0218242 0.00440933 0.0331953
20201122 -0.00427699 -0.00797091 0.0264278 0.0225569 0.00542539 0.00579862 0.0417833 -0.00541597 0.00234867 0.00190656 -0.00461631 0.0095129 0.00760705 0.0146843 0.032549 0.0362071 0.0320418 0.0277145 0.0264278 0.0225569 0.00542539 0.00579862 0.0417833 -0.00541597 0.00234867 0.00190656 -0.00461631 0.0095129 0.00760705 0.0146843 0.032549 0.0362071 0.0320418 0.0277145 0.0264278 0.0225569 0.00542539 0.00579862 0.0417833 -0.00541597 0.00234867 0.00190656 -0.00461631 0.0095129 0.00760705 0.0146843 0.032549 0.0362071 0.0320418 0.0277145
20201123 -0.0375329 -0.0459187 0.0324575 0.0475116 0.0364164 0.0221002 -0.00541561 0.0091787 0.0115785 0.0170052 0.000168125 0.0144043 0.00632517 0.00936824 0.0478128 0.0537554 0.055173 0.0602292 0.0324575 0.0475116 0.0364164 0.0221002 -0.00541561 0.0091787 0.0115785 0.0170052 0.000168125 0.0144043 0.00632517 0.00936824 0.0478128 0.0537554 0.055173 0.0602292 0.0324575 0.0475116 0.0364164 0.0221002 -0.00541561 0.0091787 0.0115785 0.0170052 0.000168125 0.0144043 0.00632517 0.00936824 0.0478128 0.0537554 0.055173 0.0602292
20201124 -0.0268046 -0.0314767 -0.00237293 0.0247032 0.00451796 0.01983 -0.00231077 -0.00678477 0.00946414 0.0533703 0.047179 0.0205529 0.0381316 0.00985131 0.0294492 0.0567516 0.0498309 0.101738 -0.00237293 0.0247032 0.00451796 0.01983 -0.00231077 -0.00678477 0.00946414 0.0533703 0.047179 0.0205529 0.0381316 0.00985131 0.0294492 0.0567516 0.0498309 0.101738 -0.00237293 0.0247032 0.00451796 0.01983 -0.00231077 -0.00678477 0.00946414 0.0533703 0.047179 0.0205529 0.0381316 0.00985131 0.0294492 0.0567516 0.0498309 0.101738
20201125 0.0542195 0.046749 -0.0606582 -0.0541267 -0.0436315 -0.0315402 -0.0405097 -0.0390864 -0.0467927 -0.0475353 -0.0288959 0.00265755 0.000502338 -0.0122426 -0.0329364 -0.0400899 -0.020756 -0.0158132 -0.0606582 -0.0541267 -0.0436315 -0.0315402 -0.0405097 -0.0390864 -0.0467927 -0.0475353 -0.0288959 0.00265755 0.000502338 -0.0122426 -0.0329364 -0.0400899 -0.020756 -0.0158132 -0.0606582 -0.0541267 -0.0436315 -0.0315402 -0.0405097 -0.0390864 -0.0467927 -0.0475353 -0.0288959 0.00265755 0.000502338 -0.0122426 -0.0329364 -0.0400899 -0.020756 -0.0158132
20201126 0.0382039 0.0358499 -0.0554105 -0.072687 -0.0653508 -0.0910161 -0.0783224 -0.10557 -0.0659514 -0.0870926 -0.0691193 -0.0505645 -0.0290475 -0.0186043 -0.0548313 -0.047506 -0.0587676 -0.0101842 -0.0554105 -0.072687 -0.0653508 -0.0910161 -0.0783224 -0.10557 -0.0659514 -0.0870926 -0.0691193 -0.0505645 -0.0290475 -0.0186043 -0.0548313 -0.047506 -0.0587676 -0.0101842 -0.0554105 -0.072687 -0.0653508 -0.0910161 -0.0783224 -0.10557 -0.0659514 -0.0870926 -0.0691193 -0.0505645 -0.0290475 -0.0186043 -0.0548313 -0.047506 -0.0587676 -0.0101842
20201127 0.00300561 0.0222706 -0.0505226 -0.0404778 -0.0291137 -0.0449911 -0.0312628 -0.0133483 -0.0381184 -0.0354918 -0.0619754 0.0193752 -0.0291168 -0.0205252 -0.00906959 -0.00386956 0.00763621 -0.0200629 -0.0505226 -0.0404778 -0.0291137 -0.0449911 -0.0312628 -0.0133483 -0.0381184 -0.0354918 -0.0619754 0.0193752 -0.0291168 -0.0205252 -0.00906959 -0.00386956 0.00763621 -0.0200629 -0.0505226 -0.0404778 -0.0291137 -0.0449911 -0.0312628 -0.0133483 -0.0381184 -0.0354918 -0.0619754 0.0193752 -0.0291168 -0.0205252 -0.00906959 -0.00386956 0.00763621 -0.0200629
20201128 -0.021683 0.00331591 -0.00476503 -0.00756533 -0.0243428 -0.0038334 -0.0125876 -0.0335664 -0.0167495 -0.0212862 -0.00430518 -0.0257364 0.00520612 0.00914588 -0.00163115 0.0268763 -0.0102204 0.0178752 -0.00476503 -0.00756533 -0.0243428 -0.0038334 -0.0125876 -0.0335664 -0.0167495 -0.0212862 -0.00430518 -0.0257364 0.00520612 0.00914588 -0.00163115 0.0268763 -0.0102204 0.0178752 -0.00476503 -0.00756533 -0.0243428 -0.0038334 -0.0125876 -0.0335664 -0.0167495 -0.0212862 -0.00430518 -0.0257364 0.00520612 0.00914588 -0.00163115 0.0268763 -0.0102204 0.0178752
20201129 -0.0472841 -0.0387076 -0.0453285 -0.0613245 -0.0623298 -0.0532791 -0.0551944 -0.0359896 -0.0687768 -0.0669326 -0.0334098 -0.0460902 -0.0452426 -0.0215134 -0.024827 -0.0457304 0.00343059 -0.00429016 -0.0453285 -0.0613245 -0.0623298 -0.0532791 -0.0551944 -0.0359896 -0.0687768 -0.0669326 -0.0334098 -0.0460902 -0.0452426 -0.0215134 -0.024827 -0.0457304 0.00343059 -0.00429016 -0.0453285 -0.0613245 -0.0623298 -0.0532791 -0.0551944 -0.0359896 -0.0687768 -0.0669326 -0.0334098 -0.0460902 -0.0452426 -0.0215134 -0.024827 -0.0457304 0.00343059 -0.00429016
20201130 0.014622 0.0262546 -0.108152 -0.119397 -0.121295 -0.0988976 -0.123185 -0.113185 -0.0999251 -0.0958377 -0.0819712 -0.0349259 -0.032003 -0.0563374 -0.0517557 -0.0350344 -0.0162128 -0.0208762 -0.108152 -0.119397 -0.121295 -0.0988976 -0.123185 -0.113185 -0.0999251 -0.0958377 -0.0819712 -0.0349259 -0.032003 -0.0563374 -0.0517557 -0.0350344 -0.0162128 -0.0208762 -0.108152 -0.119397 -0.121295 -0.0988976 -0.123185 -0.113185 -0.0999251 -0.0958377 -0.0819712 -0.0349259 -0.032003 -0.0563374 -0.0517557 -0.0350344 -0.0162128 -0.0208762
